_id,contract.country,viewDate,Movies.Viewing PCT,Movies.Details.Director.Name
ObjectId(5e13ce3a054a095daa7a6668),"Palestinian Territory, Occupied",2016-01-13,99,Baz Luhrmann
ObjectId(5e13ce3a054a095daa7a6669),"Palestinian Territory, Occupied",2016-01-13,100,Stewart Raffill
ObjectId(5e13ce3a054a095daa7a666a),"Palestinian Territory, Occupied",2016-01-19,99,Frank Darabont
ObjectId(5e13ce3a054a095daa7a666b),"Palestinian Territory, Occupied",2016-01-27,100,Guy Ritchie
ObjectId(5e13ce3a054a095daa7a666c),"Palestinian Territory, Occupied",2016-01-04,100,Andrey Zvyagintsev
ObjectId(5e13ce3a054a095daa7a666d),Turkmenistan,2016-01-05,5,Ole Christian Madsen
ObjectId(5e13ce3a054a095daa7a666e),Turkmenistan,2016-01-02,3,Martin Campbell
ObjectId(5e13ce3a054a095daa7a666f),Turkmenistan,2016-01-17,100,Matt Reeves
ObjectId(5e13ce3a054a095daa7a6670),Turkmenistan,2016-01-25,29,Olivier Assayas
ObjectId(5e13ce3a054a095daa7a6671),Turkmenistan,2016-01-30,100,Walter Hill
ObjectId(5e13ce3a054a095daa7a6672),Turkmenistan,2016-01-27,100,Mick Jackson
ObjectId(5e13ce3a054a095daa7a6673),Turkmenistan,2016-01-20,99,Martin Scorsese
ObjectId(5e13ce3a054a095daa7a6674),South Georgia and the South Sandwich Islands,2016-01-06,98,Ward Roberts
ObjectId(5e13ce3a054a095daa7a6675),South Georgia and the South Sandwich Islands,2016-01-17,100,Stephen Herek
ObjectId(5e13ce3a054a095daa7a6676),South Georgia and the South Sandwich Islands,2016-01-05,100,John Carpenter
ObjectId(5e13ce3a054a095daa7a6677),South Georgia and the South Sandwich Islands,2016-01-19,100,Christopher Nolan
ObjectId(5e13ce3a054a095daa7a6678),South Georgia and the South Sandwich Islands,2016-01-23,5,John Michael McDonagh
ObjectId(5e13ce3a054a095daa7a6679),South Georgia and the South Sandwich Islands,2016-01-11,4,Hank Braxtan
ObjectId(5e13ce3a054a095daa7a667a),Saint Helena,2016-01-22,98,Regardt van den Bergh
ObjectId(5e13ce3a054a095daa7a667b),Saint Helena,2016-01-20,62,Kirk Jones
ObjectId(5e13ce3a054a095daa7a667c),Mali,2016-01-05,98,Charles Martin Smith
ObjectId(5e13ce3a054a095daa7a667d),Mali,2016-01-14,100,Rodman Flender
ObjectId(5e13ce3a054a095daa7a667e),Mali,2016-01-02,100,Jeffrey W. Byrd
ObjectId(5e13ce3a054a095daa7a667f),Mali,2016-01-26,3,Griffin Dunne
ObjectId(5e13ce3a054a095daa7a6680),Mali,2016-01-07,100,Alexandre Aja
ObjectId(5e13ce3a054a095daa7a6681),Mali,2016-01-19,99,Paul Andrew Williams
ObjectId(5e13ce3a054a095daa7a6682),Mali,2016-01-29,100,Shana Feste
ObjectId(5e13ce3a054a095daa7a6683),Mali,2016-01-24,98,Guy Ritchie
ObjectId(5e13ce3a054a095daa7a6684),Pakistan,2016-01-15,99,Tom Green
ObjectId(5e13ce3a054a095daa7a6685),Pakistan,2016-01-13,2,A. Raven Cruz
ObjectId(5e13ce3a054a095daa7a6686),Marshall Islands,2016-01-05,100,Mark Christopher
ObjectId(5e13ce3a054a095daa7a6687),Marshall Islands,2016-01-29,100,Oliver Stone
ObjectId(5e13ce3a054a095daa7a6688),Marshall Islands,2016-01-02,100,Steven Spielberg
ObjectId(5e13ce3a054a095daa7a6689),Bosnia and Herzegovina,2016-01-04,100,Brian Caunter
ObjectId(5e13ce3a054a095daa7a668a),Bosnia and Herzegovina,2016-01-08,98,Kasi Lemmons
ObjectId(5e13ce3a054a095daa7a668b),Timor-Leste,2016-01-26,98,Jimmy Hayward
ObjectId(5e13ce3a054a095daa7a668c),Timor-Leste,2016-01-14,99,Albert Hughes
ObjectId(5e13ce3a054a095daa7a668d),Timor-Leste,2016-01-15,100,Tim Johnson
ObjectId(5e13ce3a054a095daa7a668e),Timor-Leste,2016-01-29,100,Vadim Perelman
ObjectId(5e13ce3a054a095daa7a668f),Timor-Leste,2016-01-01,98,Joseph Sargent
ObjectId(5e13ce3a054a095daa7a6690),Timor-Leste,2016-01-20,98,Barry Skolnick
ObjectId(5e13ce3a054a095daa7a6691),Timor-Leste,2016-01-25,98,Martin Scorsese
ObjectId(5e13ce3a054a095daa7a6692),Timor-Leste,2016-01-08,99,Doug Liman
ObjectId(5e13ce3a054a095daa7a6693),Timor-Leste,2016-01-08,100,Tony Scott
ObjectId(5e13ce3a054a095daa7a6694),Seychelles,2016-01-07,99,Doug Block
ObjectId(5e13ce3a054a095daa7a6695),Seychelles,2016-01-19,99,Davis Guggenheim
ObjectId(5e13ce3a054a095daa7a6696),Seychelles,2016-01-23,100,Frank Coraci
ObjectId(5e13ce3a054a095daa7a6697),Seychelles,2016-01-17,99,Travis Legge
ObjectId(5e13ce3a054a095daa7a6698),Seychelles,2016-01-03,99,Jesse Peretz
ObjectId(5e13ce3a054a095daa7a6699),Seychelles,2016-01-24,98,Ron Shelton
ObjectId(5e13ce3a054a095daa7a669a),Seychelles,2016-01-14,100,David Sington
ObjectId(5e13ce3a054a095daa7a669b),Seychelles,2016-01-31,98,Sam Peckinpah
ObjectId(5e13ce3a054a095daa7a669c),Seychelles,2016-01-28,2,Jay Roach
ObjectId(5e13ce3a054a095daa7a669d),Seychelles,2016-01-29,99,John Singleton
ObjectId(5e13ce3a054a095daa7a669e),Seychelles,2016-01-04,98,Barry Sonnenfeld
ObjectId(5e13ce3a054a095daa7a669f),Seychelles,2016-01-13,100,Lee Tamahori
ObjectId(5e13ce3a054a095daa7a66a0),Seychelles,2016-01-30,100,Ron Clements
ObjectId(5e13ce3a054a095daa7a66a1),Seychelles,2016-01-09,100,Jaume Collet-Serra
ObjectId(5e13ce3a054a095daa7a66a2),India,2016-01-18,99,Alejandro G. I��rritu
ObjectId(5e13ce3a054a095daa7a66a3),India,2016-01-27,67,Shana Feste
ObjectId(5e13ce3a054a095daa7a66a4),India,2016-01-15,99,Todd Phillips
ObjectId(5e13ce3a054a095daa7a66a5),India,2016-01-17,98,Mike Nichols
ObjectId(5e13ce3a054a095daa7a66a6),Jamaica,2016-01-13,100,Hideaki Anno
ObjectId(5e13ce3a054a095daa7a66a7),Qatar,2016-01-20,99,Ridley Scott
ObjectId(5e13ce3a054a095daa7a66a8),Qatar,2016-01-25,1,Ridley Scott
ObjectId(5e13ce3a054a095daa7a66a9),Qatar,2016-01-22,100,Rob Minkoff
ObjectId(5e13ce3a054a095daa7a66aa),Qatar,2016-01-25,5,Jeff Nathanson
ObjectId(5e13ce3a054a095daa7a66ab),Qatar,2016-01-16,100,Geoffrey Sax
ObjectId(5e13ce3a054a095daa7a66ac),Latvia,2016-01-06,1,Woody Allen
ObjectId(5e13ce3a054a095daa7a66ad),Latvia,2016-01-10,100,William H. Macy
ObjectId(5e13ce3a054a095daa7a66ae),Latvia,2016-01-17,100,Rick Bieber
ObjectId(5e13ce3a054a095daa7a66af),Latvia,2016-01-24,1,Chris Weitz
ObjectId(5e13ce3a054a095daa7a66b0),Guam,2016-01-16,98,Joel Zwick
ObjectId(5e13ce3a054a095daa7a66b1),Guam,2016-01-01,99,Wayne Beach
ObjectId(5e13ce3a054a095daa7a66b2),Guam,2016-01-13,100,Gregory Widen
ObjectId(5e13ce3a054a095daa7a66b3),Guam,2016-01-10,3,Kenneth Branagh
ObjectId(5e13ce3a054a095daa7a66b4),American Samoa,2016-01-16,99,Jay Duplass
ObjectId(5e13ce3a054a095daa7a66b5),American Samoa,2016-01-28,5,Robert Greenwald
ObjectId(5e13ce3a054a095daa7a66b6),American Samoa,2016-01-24,98,Joel Paul Reisig
ObjectId(5e13ce3a054a095daa7a66b7),"Iran, Islamic Republic of",2016-01-26,1,Phillip Noyce
ObjectId(5e13ce3a054a095daa7a66b8),"Iran, Islamic Republic of",2016-01-30,99,Tommy Wirkola
ObjectId(5e13ce3a054a095daa7a66b9),Oman,2016-01-27,99,Kevin Lima
ObjectId(5e13ce3a054a095daa7a66ba),Oman,2016-01-01,100,Phil Traill
ObjectId(5e13ce3a054a095daa7a66bb),Oman,2016-01-14,98,Kevin Rodney Sullivan
ObjectId(5e13ce3a054a095daa7a66bc),Oman,2016-01-20,98,Thomas Vinterberg
ObjectId(5e13ce3a054a095daa7a66bd),Oman,2016-01-29,98,Brad J. Silverman
ObjectId(5e13ce3a054a095daa7a66be),Oman,2016-01-07,98,Tom Shadyac
ObjectId(5e13ce3a054a095daa7a66bf),Oman,2016-01-15,4,Taylor Hackford
ObjectId(5e13ce3a054a095daa7a66c0),Oman,2016-01-18,98,Joe Carnahan
ObjectId(5e13ce3a054a095daa7a66c1),Oman,2016-01-14,98,Martin Campbell
ObjectId(5e13ce3a054a095daa7a66c2),Oman,2016-01-23,98,Hideo Nakata
ObjectId(5e13ce3a054a095daa7a66c3),Oman,2016-01-21,100,Bobby Farrelly
ObjectId(5e13ce3a054a095daa7a66c4),Iceland,2016-01-19,98,Timur Bekmambetov
ObjectId(5e13ce3a054a095daa7a66c5),Iceland,2016-01-15,98,Jonathan Kaplan
ObjectId(5e13ce3a054a095daa7a66c6),Iceland,2016-01-15,99,Michael Winnick
ObjectId(5e13ce3a054a095daa7a66c7),Iceland,2016-01-29,99,Nick Gomez
ObjectId(5e13ce3a054a095daa7a66c8),Iceland,2016-01-31,100,Kevin Hooks
ObjectId(5e13ce3a054a095daa7a66c9),Iceland,2016-01-25,1,John Glen
ObjectId(5e13ce3a054a095daa7a66ca),Iceland,2016-01-30,98,Burr Steers
ObjectId(5e13ce3a054a095daa7a66cb),Iceland,2016-01-02,1,Gary Fleder
ObjectId(5e13ce3a054a095daa7a66cc),Iceland,2016-01-17,100,George A. Romero
ObjectId(5e13ce3a054a095daa7a66cd),Iceland,2016-01-18,1,Olivier Assayas
ObjectId(5e13ce3a054a095daa7a66ce),Iceland,2016-01-07,3,John Pasquin
ObjectId(5e13ce3a054a095daa7a66cf),Iceland,2016-01-27,98,Fina Torres
ObjectId(5e13ce3a054a095daa7a66d0),Norway,2016-01-07,100,Tim Burton
ObjectId(5e13ce3a054a095daa7a66d1),Norway,2016-01-21,98,Youssef Delara
ObjectId(5e13ce3a054a095daa7a66d2),Norway,2016-01-06,98,Steven Quale
ObjectId(5e13ce3a054a095daa7a66d3),Norway,2016-01-04,100,Guy Hamilton
ObjectId(5e13ce3a054a095daa7a66d4),Norway,2016-01-04,99,John Hamburg
ObjectId(5e13ce3a054a095daa7a66d5),Norway,2016-01-26,98,Ron Underwood
ObjectId(5e13ce3a054a095daa7a66d6),Norway,2016-01-04,98,Craig Gillespie
ObjectId(5e13ce3a054a095daa7a66d7),Norway,2016-01-23,98,Peter M. Cohen
ObjectId(5e13ce3a054a095daa7a66d8),"Congo, the Democratic Republic of the",2016-01-13,98,Jaume Collet-Serra
ObjectId(5e13ce3a054a095daa7a66d9),Faroe Islands,2016-01-30,99,Tony Gilroy
ObjectId(5e13ce3a054a095daa7a66da),Bolivia,2016-01-23,100,McG
ObjectId(5e13ce3a054a095daa7a66db),Bolivia,2016-01-19,98,Edward Dmytryk
ObjectId(5e13ce3a054a095daa7a66dc),Bolivia,2016-01-04,99,Gary Winick
ObjectId(5e13ce3a054a095daa7a66dd),Viet Nam,2016-01-04,3,Luis Mandoki
ObjectId(5e13ce3a054a095daa7a66de),Viet Nam,2016-01-02,98,Molly Bernstein
ObjectId(5e13ce3a054a095daa7a66df),Viet Nam,2016-01-31,99,Jeff Tremaine
ObjectId(5e13ce3a054a095daa7a66e0),Viet Nam,2016-01-02,99,John Lee Hancock
ObjectId(5e13ce3a054a095daa7a66e1),Philippines,2016-01-28,98,Renny Harlin
ObjectId(5e13ce3a054a095daa7a66e2),Philippines,2016-01-10,100,Newt Arnold
ObjectId(5e13ce3a054a095daa7a66e3),Philippines,2016-01-27,98,Peter Hyams
ObjectId(5e13ce3a054a095daa7a66e4),Philippines,2016-01-31,2,Blake Edwards
ObjectId(5e13ce3a054a095daa7a66e5),Philippines,2016-01-25,100,James Watkins
ObjectId(5e13ce3a054a095daa7a66e6),Philippines,2016-01-17,10,Stanley Kubrick
ObjectId(5e13ce3a054a095daa7a66e7),Philippines,2016-01-20,99,Gary Fleder
ObjectId(5e13ce3a054a095daa7a66e8),Philippines,2016-01-20,1,Michael Dougherty
ObjectId(5e13ce3a054a095daa7a66e9),Philippines,2016-01-13,99,Albert Hughes
ObjectId(5e13ce3a054a095daa7a66ea),Philippines,2016-01-25,2,Hitoshi Matsumoto
ObjectId(5e13ce3a054a095daa7a66eb),Philippines,2016-01-10,100,Jonathan Glazer
ObjectId(5e13ce3a054a095daa7a66ec),Philippines,2016-01-04,98,
ObjectId(5e13ce3a054a095daa7a66ed),United States Minor Outlying Islands,2016-01-07,100,Pete Travis
ObjectId(5e13ce3a054a095daa7a66ee),United States Minor Outlying Islands,2016-01-14,2,Mary Lambert
ObjectId(5e13ce3a054a095daa7a66ef),United States Minor Outlying Islands,2016-01-29,2,Daniel Espinosa
ObjectId(5e13ce3a054a095daa7a66f0),United States Minor Outlying Islands,2016-01-28,99,Gary Sinyor
ObjectId(5e13ce3a054a095daa7a66f1),United States Minor Outlying Islands,2016-01-14,98,Chad Hartigan
ObjectId(5e13ce3a054a095daa7a66f2),United States Minor Outlying Islands,2016-01-22,100,Sydney Pollack
ObjectId(5e13ce3a054a095daa7a66f3),Sri Lanka,2016-01-23,3,Kenneth Branagh
ObjectId(5e13ce3a054a095daa7a66f4),Sri Lanka,2016-01-27,99,Steven Shainberg
ObjectId(5e13ce3a054a095daa7a66f5),Sri Lanka,2016-01-23,2,Edward Dmytryk
ObjectId(5e13ce3a054a095daa7a66f6),Sri Lanka,2016-01-15,100,Danny Boyle
ObjectId(5e13ce3a054a095daa7a66f7),Sri Lanka,2016-01-27,100,John Huston
ObjectId(5e13ce3a054a095daa7a66f8),Sri Lanka,2016-01-19,1,Peter Hyams
ObjectId(5e13ce3a054a095daa7a66f9),Sri Lanka,2016-01-23,5,Dany Boon
ObjectId(5e13ce3a054a095daa7a66fa),Brazil,2016-01-13,99,Sai Varadan
ObjectId(5e13ce3a054a095daa7a66fb),Brazil,2016-01-14,98,Jim Amatulli
ObjectId(5e13ce3a054a095daa7a66fc),Brazil,2016-01-14,39,
ObjectId(5e13ce3a054a095daa7a66fd),Brazil,2016-01-05,3,Paul Verhoeven
ObjectId(5e13ce3a054a095daa7a66fe),Barbados,2016-01-10,100,Paul Schrader
ObjectId(5e13ce3a054a095daa7a66ff),Barbados,2016-01-17,99,Mike Bigelow
ObjectId(5e13ce3a054a095daa7a6700),Barbados,2016-01-04,2,Andrzej Bartkowiak
ObjectId(5e13ce3a054a095daa7a6701),Barbados,2016-01-30,99,Barry Levinson
ObjectId(5e13ce3a054a095daa7a6702),Barbados,2016-01-11,99,Peter Chelsom
ObjectId(5e13ce3a054a095daa7a6703),Barbados,2016-01-10,3,Tim Burton
ObjectId(5e13ce3a054a095daa7a6704),Barbados,2016-01-09,98,Simon Wells
ObjectId(5e13ce3a054a095daa7a6705),Barbados,2016-01-24,100,Ronald Neame
ObjectId(5e13ce3a054a095daa7a6706),Barbados,2016-01-31,100,Gavin O'Connor
ObjectId(5e13ce3a054a095daa7a6707),Barbados,2016-01-23,3,Woody Allen
ObjectId(5e13ce3a054a095daa7a6708),Barbados,2016-01-11,98,Jaume Collet-Serra
ObjectId(5e13ce3a054a095daa7a6709),Barbados,2016-01-07,98,Lewis Gilbert
ObjectId(5e13ce3a054a095daa7a670a),Maldives,2016-01-24,99,Penny Marshall
ObjectId(5e13ce3a054a095daa7a670b),Maldives,2016-01-01,100,Betty Thomas
ObjectId(5e13ce3a054a095daa7a670c),Maldives,2016-01-02,99,Kimble Rendall
ObjectId(5e13ce3a054a095daa7a670d),Maldives,2016-01-17,3,Caroline Link
ObjectId(5e13ce3a054a095daa7a670e),Maldives,2016-01-28,98,Salim Akil
ObjectId(5e13ce3a054a095daa7a670f),Maldives,2016-01-30,98,Brett Leonard
ObjectId(5e13ce3a054a095daa7a6710),Uruguay,2016-01-11,99,Keenen Ivory Wayans
ObjectId(5e13ce3a054a095daa7a6711),Uruguay,2016-01-27,100,Phillip Noyce
ObjectId(5e13ce3a054a095daa7a6712),Uruguay,2016-01-16,98,Kundan Shah
ObjectId(5e13ce3a054a095daa7a6713),Uruguay,2016-01-15,98,James Marsh
ObjectId(5e13ce3a054a095daa7a6714),Uruguay,2016-01-27,100,Michael Bay
ObjectId(5e13ce3a054a095daa7a6715),Uruguay,2016-01-17,100,John Stephenson
ObjectId(5e13ce3a054a095daa7a6716),Uruguay,2016-01-12,99,Cathy Malkasian
ObjectId(5e13ce3a054a095daa7a6717),French Southern Territories,2016-01-22,99,Mor Loushy
ObjectId(5e13ce3a054a095daa7a6718),French Southern Territories,2016-01-27,98,Norman Jewison
ObjectId(5e13ce3a054a095daa7a6719),French Southern Territories,2016-01-31,99,Joseph Sargent
ObjectId(5e13ce3a054a095daa7a671a),French Southern Territories,2016-01-23,99,Steven Soderbergh
ObjectId(5e13ce3a054a095daa7a671b),French Southern Territories,2016-01-13,2,S.R. Bindler
ObjectId(5e13ce3a054a095daa7a671c),French Southern Territories,2016-01-03,68,Drew Goddard
ObjectId(5e13ce3a054a095daa7a671d),French Southern Territories,2016-01-06,100,John Huston
ObjectId(5e13ce3a054a095daa7a671e),French Southern Territories,2016-01-13,98,Michael Bay
ObjectId(5e13ce3a054a095daa7a671f),Rwanda,2016-01-08,100,Bille Woodruff
ObjectId(5e13ce3a054a095daa7a6720),Rwanda,2016-01-03,98,McG
ObjectId(5e13ce3a054a095daa7a6721),Rwanda,2016-01-08,99,John Singleton
ObjectId(5e13ce3a054a095daa7a6722),Rwanda,2016-01-22,100,Stephen Kay
ObjectId(5e13ce3a054a095daa7a6723),Rwanda,2016-01-13,100,Andrew Niccol
ObjectId(5e13ce3a054a095daa7a6724),Rwanda,2016-01-18,98,Stanley Donen
ObjectId(5e13ce3a054a095daa7a6725),Rwanda,2016-01-29,100,Kevin Jordan
ObjectId(5e13ce3a054a095daa7a6726),Rwanda,2016-01-05,98,Sam Raimi
ObjectId(5e13ce3a054a095daa7a6727),Rwanda,2016-01-05,99,Luc Besson
ObjectId(5e13ce3a054a095daa7a6728),Rwanda,2016-01-23,98,Nat Faxon
ObjectId(5e13ce3a054a095daa7a6729),Rwanda,2016-01-02,98,Steven Brill
ObjectId(5e13ce3a054a095daa7a672a),Togo,2016-01-10,99,Theodore Witcher
ObjectId(5e13ce3a054a095daa7a672b),Togo,2016-01-05,3,Christian Duguay
ObjectId(5e13ce3a054a095daa7a672c),Togo,2016-01-27,4,Scott Hicks
ObjectId(5e13ce3a054a095daa7a672d),South Georgia and the South Sandwich Islands,2016-01-14,1,Joe Johnston
ObjectId(5e13ce3a054a095daa7a672e),South Georgia and the South Sandwich Islands,2016-01-01,5,Bob Saget
ObjectId(5e13ce3a054a095daa7a672f),South Georgia and the South Sandwich Islands,2016-01-24,98,John Singleton
ObjectId(5e13ce3a054a095daa7a6730),South Georgia and the South Sandwich Islands,2016-01-12,98,Kevin Jordan
ObjectId(5e13ce3a054a095daa7a6731),South Georgia and the South Sandwich Islands,2016-01-04,98,Cyrus Nowrasteh
ObjectId(5e13ce3a054a095daa7a6732),Algeria,2016-01-06,5,Kar-Wai Wong
ObjectId(5e13ce3a054a095daa7a6733),Uganda,2016-01-10,98,Chuan Lu
ObjectId(5e13ce3a054a095daa7a6734),Uganda,2016-01-28,99,Louis C.K.
ObjectId(5e13ce3a054a095daa7a6735),Uganda,2016-01-15,56,Rob Bowman
ObjectId(5e13ce3a054a095daa7a6736),Uganda,2016-01-23,100,Clint Eastwood
ObjectId(5e13ce3a054a095daa7a6737),Uganda,2016-01-07,100,Siddharth Anand
ObjectId(5e13ce3a054a095daa7a6738),Uganda,2016-01-04,4,John Curran
ObjectId(5e13ce3a054a095daa7a6739),Christmas Island,2016-01-19,4,Cameron Crowe
ObjectId(5e13ce3a054a095daa7a673a),Christmas Island,2016-01-29,98,Don Bluth
ObjectId(5e13ce3a054a095daa7a673b),Christmas Island,2016-01-19,98,Neill Blomkamp
ObjectId(5e13ce3a054a095daa7a673c),Christmas Island,2016-01-17,99,Hugh Hudson
ObjectId(5e13ce3a054a095daa7a673d),Christmas Island,2016-01-01,98,Brian De Palma
ObjectId(5e13ce3a054a095daa7a673e),Christmas Island,2016-01-19,99,George Nolfi
ObjectId(5e13ce3a054a095daa7a673f),Christmas Island,2016-01-18,98,Roger Donaldson
ObjectId(5e13ce3a054a095daa7a6740),Christmas Island,2016-01-19,100,Martin Scorsese
ObjectId(5e13ce3a054a095daa7a6741),Christmas Island,2016-01-07,99,Ron Howard
ObjectId(5e13ce3a054a095daa7a6742),Christmas Island,2016-01-24,99,Cecil B. DeMille
ObjectId(5e13ce3a054a095daa7a6743),Christmas Island,2016-01-17,100,Rob Bowman
ObjectId(5e13ce3a054a095daa7a6744),Christmas Island,2016-01-18,98,Nacho Vigalondo
ObjectId(5e13ce3a054a095daa7a6745),Italy,2016-01-16,99,Tim Burton
ObjectId(5e13ce3a054a095daa7a6746),Italy,2016-01-13,4,David Koepp
ObjectId(5e13ce3a054a095daa7a6747),Italy,2016-01-12,100,J.S. Cardone
ObjectId(5e13ce3a054a095daa7a6748),Lesotho,2016-01-17,99,Richard Linklater
ObjectId(5e13ce3a054a095daa7a6749),Lesotho,2016-01-31,100,David Ayer
ObjectId(5e13ce3a054a095daa7a674a),Lesotho,2016-01-04,99,John Woo
ObjectId(5e13ce3a054a095daa7a674b),Lesotho,2016-01-09,98,Justin Zackham
ObjectId(5e13ce3a054a095daa7a674c),Lesotho,2016-01-15,98,Roger Avary
ObjectId(5e13ce3a054a095daa7a674d),Saint Helena,2016-01-27,99,Richard Fleischer
ObjectId(5e13ce3a054a095daa7a674e),Saint Helena,2016-01-26,2,Oliver Stone
ObjectId(5e13ce3a054a095daa7a674f),Saint Helena,2016-01-28,98,Reinhard Klooss
ObjectId(5e13ce3a054a095daa7a6750),Saint Helena,2016-01-12,98,Paul Thomas Anderson
ObjectId(5e13ce3a054a095daa7a6751),Saint Helena,2016-01-25,29,McG
ObjectId(5e13ce3a054a095daa7a6752),Saint Helena,2016-01-10,99,Mark Waters
ObjectId(5e13ce3a054a095daa7a6753),Saint Helena,2016-01-17,99,Gaspar No�
ObjectId(5e13ce3a054a095daa7a6754),Saint Helena,2016-01-12,2,John Sayles
ObjectId(5e13ce3a054a095daa7a6755),Saint Helena,2016-01-17,98,Alejandro Agresti
ObjectId(5e13ce3a054a095daa7a6756),Saint Helena,2016-01-10,100,David Cronenberg
ObjectId(5e13ce3a054a095daa7a6757),Spain,2016-01-07,98,Vera Farmiga
ObjectId(5e13ce3a054a095daa7a6758),Spain,2016-01-05,100,Brett Piper
ObjectId(5e13ce3a054a095daa7a6759),Spain,2016-01-13,80,Patrick Stettner
ObjectId(5e13ce3a054a095daa7a675a),Guinea-Bissau,2016-01-24,98,Patrick Ryan Sims
ObjectId(5e13ce3a054a095daa7a675b),Guinea-Bissau,2016-01-22,98,Neil Jordan
ObjectId(5e13ce3a054a095daa7a675c),Guinea-Bissau,2016-01-05,100,Len Wiseman
ObjectId(5e13ce3a054a095daa7a675d),Mauritius,2016-01-11,100,Norman Ferguson
ObjectId(5e13ce3a054a095daa7a675e),Mauritius,2016-01-04,99,J.B. Rogers
ObjectId(5e13ce3a054a095daa7a675f),Chile,2016-01-02,98,Darnell Martin
ObjectId(5e13ce3a054a095daa7a6760),Chile,2016-01-06,99,Stuart Gordon
ObjectId(5e13ce3a054a095daa7a6761),Chile,2016-01-09,98,John Moore
ObjectId(5e13ce3a054a095daa7a6762),Chile,2016-01-08,99,Garry Marshall
ObjectId(5e13ce3a054a095daa7a6763),Chile,2016-01-07,99,Michael Lehmann
ObjectId(5e13ce3a054a095daa7a6764),Chile,2016-01-21,100,Rakesh Roshan
ObjectId(5e13ce3a054a095daa7a6765),Chile,2016-01-18,99,Ron Underwood
ObjectId(5e13ce3a054a095daa7a6766),Chile,2016-01-08,98,Steven Spielberg
ObjectId(5e13ce3a054a095daa7a6767),Chile,2016-01-08,98,Mike Binder
ObjectId(5e13ce3a054a095daa7a6768),Chile,2016-01-21,98,David R. Ellis
ObjectId(5e13ce3a054a095daa7a6769),Chile,2016-01-14,1,Anton Corbijn
ObjectId(5e13ce3a054a095daa7a676a),Chile,2016-01-03,100,Bigas Luna
ObjectId(5e13ce3a054a095daa7a676b),Chile,2016-01-21,98,Bernardo Bertolucci
ObjectId(5e13ce3a054a095daa7a676c),Guam,2016-01-15,100,Troy Nixey
ObjectId(5e13ce3a054a095daa7a676d),Guam,2016-01-23,99,David Fincher
ObjectId(5e13ce3a054a095daa7a676e),South Africa,2016-01-12,4,Juan Carlos Fresnadillo
ObjectId(5e13ce3a054a095daa7a676f),South Africa,2016-01-14,98,Stephen Gaghan
ObjectId(5e13ce3a054a095daa7a6770),South Africa,2016-01-18,98,Nadia Tass
ObjectId(5e13ce3a054a095daa7a6771),South Africa,2016-01-31,100,
ObjectId(5e13ce3a054a095daa7a6772),South Africa,2016-01-18,98,Alexandre Aja
ObjectId(5e13ce3a054a095daa7a6773),South Africa,2016-01-14,99,Nils Gaup
ObjectId(5e13ce3a054a095daa7a6774),South Africa,2016-01-19,98,Cassandra Nicolaou
ObjectId(5e13ce3a054a095daa7a6775),South Africa,2016-01-02,98,Shari Springer Berman
ObjectId(5e13ce3a054a095daa7a6776),Cook Islands,2016-01-06,5,John Fortenberry
ObjectId(5e13ce3a054a095daa7a6777),Cook Islands,2016-01-03,100,Stephen Carpenter
ObjectId(5e13ce3a054a095daa7a6778),Cook Islands,2016-01-04,100,Ivan Kavanagh
ObjectId(5e13ce3a054a095daa7a6779),Sierra Leone,2016-01-14,98,Deon Taylor
ObjectId(5e13ce3a054a095daa7a677a),Sierra Leone,2016-01-04,100,Anthony Minghella
ObjectId(5e13ce3a054a095daa7a677b),Sierra Leone,2016-01-23,98,Vincenzo Natali
ObjectId(5e13ce3a054a095daa7a677c),Sierra Leone,2016-01-02,100,Cameron Crowe
ObjectId(5e13ce3a054a095daa7a677d),Sierra Leone,2016-01-09,100,Steven Spielberg
ObjectId(5e13ce3a054a095daa7a677e),Sierra Leone,2016-01-27,100,Jeff Nichols
ObjectId(5e13ce3a054a095daa7a677f),Sierra Leone,2016-01-31,98,Nick Cassavetes
ObjectId(5e13ce3a054a095daa7a6780),Sierra Leone,2016-01-01,100,Jerry Zucker
ObjectId(5e13ce3a054a095daa7a6781),Sierra Leone,2016-01-20,100,Guy Hamilton
ObjectId(5e13ce3a054a095daa7a6782),Thailand,2016-01-28,98,Christian Alvart
ObjectId(5e13ce3a054a095daa7a6783),Thailand,2016-01-27,1,Renny Harlin
ObjectId(5e13ce3a054a095daa7a6784),Thailand,2016-01-02,61,Dan Rush
ObjectId(5e13ce3a054a095daa7a6785),Thailand,2016-01-12,100,Colin Trevorrow
ObjectId(5e13ce3a054a095daa7a6786),Thailand,2016-01-20,99,Arie Posin
ObjectId(5e13ce3a054a095daa7a6787),Thailand,2016-01-02,100,Neil Burger
ObjectId(5e13ce3a054a095daa7a6788),Thailand,2016-01-18,5,Anthony Vallone
ObjectId(5e13ce3a054a095daa7a6789),Niue,2016-01-18,99,Russ Meyer
ObjectId(5e13ce3a054a095daa7a678a),Niue,2016-01-12,100,Les Mayfield
ObjectId(5e13ce3a054a095daa7a678b),Niue,2016-01-11,100,Preston A. Whitmore II
ObjectId(5e13ce3a054a095daa7a678c),Niue,2016-01-17,99,Frank Coraci
ObjectId(5e13ce3a054a095daa7a678d),Niue,2016-01-18,1,Lynne Ramsay
